track_name,mbz_id,fname,instrument,f_score,iterations,time,threshold,smooth,pre_avg,post_avg,pre_max,post_max
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,drums,0.9356223175965666,1,08-05-24_00-21-29,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,drums,0.9238095238095239,1,08-05-24_00-21-29,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,drums,0.9384615384615383,1,08-05-24_00-21-34,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,drums,0.901296111665005,1,08-05-24_00-21-55,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,drums,0.9083969465648857,1,08-05-24_00-22-04,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,drums,0.919245283018868,1,08-05-24_00-22-09,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,drums,0.8644688644688644,1,08-05-24_00-22-23,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,drums,0.9479553903345725,1,08-05-24_00-22-23,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,drums,0.9528342708784076,1,08-05-24_00-22-32,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,drums,0.952912019826518,1,08-05-24_00-22-29,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,drums,0.9491758241758241,1,08-05-24_00-22-32,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,drums,0.8929049531459169,1,08-05-24_00-22-28,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,drums,0.923076923076923,1,08-05-24_00-22-08,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,drums,0.8604407135362014,1,08-05-24_00-22-15,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,drums,0.9737931034482759,1,08-05-24_00-22-17,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,drums,0.8046647230320699,1,08-05-24_00-22-25,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,drums,0.8940852819807428,1,08-05-24_00-22-29,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,drums,0.9245524296675193,1,08-05-24_00-22-31,0.9450000000000001,0.05,0.0,0.0,0.01,0.01
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,drums,0.920875420875421,2,08-05-24_00-23-47,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,drums,0.9478138222849083,2,08-05-24_00-23-40,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,drums,0.9191489361702128,2,08-05-24_00-23-32,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,drums,0.9758064516129031,2,08-05-24_00-23-45,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,drums,0.9510012782275246,2,08-05-24_00-23-48,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,drums,0.9573459715639812,2,08-05-24_00-23-10,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,drums,0.9878787878787879,2,08-05-24_00-23-34,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,drums,0.9637404580152672,2,08-05-24_00-23-17,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,drums,0.9521943573667712,2,08-05-24_00-23-49,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,drums,0.9665071770334929,2,08-05-24_00-23-02,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,drums,0.9480651731160896,2,08-05-24_00-23-36,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,drums,0.9322548028311426,2,08-05-24_00-23-42,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,drums,0.8605108055009822,2,08-05-24_00-23-01,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,drums,0.981029810298103,2,08-05-24_00-23-10,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,drums,0.9618979151689432,2,08-05-24_00-23-27,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,drums,0.9693251533742331,2,08-05-24_00-23-43,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,drums,0.9372384937238494,2,08-05-24_00-22-48,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,drums,0.8839285714285715,2,08-05-24_00-22-48,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,drums,0.9164677804295941,2,08-05-24_00-22-54,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,drums,0.9388523047977423,2,08-05-24_00-23-15,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,drums,0.9149507609668756,2,08-05-24_00-23-24,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,drums,0.936200716845878,2,08-05-24_00-23-29,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,drums,0.900763358778626,2,08-05-24_00-23-43,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,drums,0.9634983736899169,2,08-05-24_00-23-44,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,drums,0.9744020142677298,2,08-05-24_00-23-52,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,drums,0.9597113650030067,2,08-05-24_00-23-49,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,drums,0.960054163845633,2,08-05-24_00-23-52,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,drums,0.9259962049335864,2,08-05-24_00-23-48,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,drums,0.9166666666666666,2,08-05-24_00-23-26,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,drums,0.9087340529931306,2,08-05-24_00-23-36,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,drums,0.9671232876712329,2,08-05-24_00-23-37,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,drums,0.7957276368491322,2,08-05-24_00-23-45,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,drums,0.9517601043024772,2,08-05-24_00-23-49,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,drums,0.9522628642281463,2,08-05-24_00-23-51,0.54,0.08750000000000001,0.0,0.0,0.01,0.01
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,drums,0.9142857142857144,3,08-05-24_00-25-08,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,drums,0.9293478260869565,3,08-05-24_00-25-02,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,drums,0.8952635090060039,3,08-05-24_00-24-53,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,drums,0.960104643557881,3,08-05-24_00-25-06,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,drums,0.9378907878282617,3,08-05-24_00-25-09,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,drums,0.9322617680826636,3,08-05-24_00-24-30,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,drums,0.9492017416545717,3,08-05-24_00-24-53,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,drums,0.9478584729981379,3,08-05-24_00-24-39,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,drums,0.9540098821740783,3,08-05-24_00-25-09,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,drums,0.9139072847682118,3,08-05-24_00-24-22,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,drums,0.9381598793363499,3,08-05-24_00-24-56,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,drums,0.9319423745653254,3,08-05-24_00-25-03,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,drums,0.8863636363636365,3,08-05-24_00-24-22,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,drums,0.9515072083879422,3,08-05-24_00-24-30,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,drums,0.9570119802677942,3,08-05-24_00-24-45,0.135,0.08750000000000001,0.0,0.0,0.01,0.01
