track_name,mbz_id,fname,instrument,center,backtrack,f_score,iterations,time,max_size,wait,delta,pre_max,post_max,pre_avg,post_avg
How Deep Is the Ocean,29cee7e1-f0a4-4ee0-be3b-ad1129933c7a,evansb-howdeepistheocean-gomezemorellm-1969-29cee7e1,drums,True,False,0.40716612377850164,0,02-08-23_00-22-06,5,5,0.05,5,5,5,5
Nardis,1a057fb9-2773-4a90-b163-441032c10955,evansb-nardis-gomezemorellm-1972-1a057fb9,drums,True,False,0.8686868686868686,0,02-08-23_00-22-07,5,5,0.05,5,5,5,5
Our Love Is Here to Stay,d66bd275-f3ac-45b8-bdd8-60045917d694,evansb-ourloveishereto-gomezemorellm-1969-d66bd275,drums,True,False,0.84,0,02-08-23_00-21-58,5,5,0.05,5,5,5,5
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1974-166c480f,drums,True,False,0.8901960784313726,0,02-08-23_00-22-07,5,5,0.05,5,5,5,5
How About You,597be228-4b30-4d1b-909d-dbe4fb57d937,evansb-howaboutyou-gomezedejohnettej-1968-597be228,drums,True,False,0.8632218844984804,1,02-08-23_00-22-31,5,5,0.05,8,5,5,5
Turn Out the Stars,7e8112aa-7274-46fc-9b41-5c6af74839ad,evansb-turnoutthestars-gomezedejohnettej-1968-7e8112aa,drums,True,False,0.8349900596421471,1,02-08-23_00-22-31,5,5,0.05,8,5,5,5
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1975-1324a29e,drums,True,False,0.8340192043895748,1,02-08-23_00-22-42,5,5,0.05,8,5,5,5
Wrap Your Troubles in Dreams,a007f3a3-e9be-498b-b87c-f89a6ae4e523,evansb-wrapyourtroublesindreams-gomezejoep-1967-a007f3a3,drums,True,False,0.8091353996737358,1,02-08-23_00-22-25,5,5,0.05,8,5,5,5
Youre Gonna Hear From Me,f476cd37-454f-4f73-8b41-ad55c08aafad,evansb-youregonnahearfromme-gomezejoep-1966-f476cd37,drums,True,False,0.8085106382978723,1,02-08-23_00-22-36,5,5,0.05,8,5,5,5
Deed I Do,57707551-2a88-4a64-ae65-552f1b9ce4bc,evansb-deedido-israelscbunkerl-1966-57707551,drums,True,False,0.7854785478547854,1,02-08-23_00-22-33,5,5,0.05,8,5,5,5
Blues in F,22dcfe38-dd8d-47d6-9cb6-f21d811ad5dd,evansb-bluesinf-israelscbunkerl-1963-22dcfe38,drums,True,False,0.9050279329608938,1,02-08-23_00-22-23,5,5,0.05,8,5,5,5
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,drums,True,False,0.8390243902439024,1,02-08-23_00-22-21,5,5,0.05,8,5,5,5
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,drums,True,False,0.8401826484018264,1,02-08-23_00-22-19,5,5,0.05,8,5,5,5
Israel,96983faa-05bb-4900-b8f3-a6af4ec08290,evansb-israel-lafarosmotianp-1961-96983faa,drums,True,False,0.9017713365539451,1,02-08-23_00-22-32,5,5,0.05,8,5,5,5
Autumn Leaves,902d3125-5eab-4c81-b504-975ca7a8a841,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,drums,True,False,0.7940298507462686,1,02-08-23_00-22-22,5,5,0.05,8,5,5,5
Bills Hit Tune,0f9d3126-c136-4809-bc19-0af1e50a1e4b,evansb-billshittune-johnsonmlabarberaj-1980-0f9d3126,drums,True,False,0.6900369003690037,1,02-08-23_00-22-34,5,5,0.05,8,5,5,5
Days of Wine  Roses,c2ab551d-aa62-4407-b2e8-28ed30e01573,evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,drums,True,False,0.8394160583941607,1,02-08-23_00-22-47,5,5,0.05,8,5,5,5
The Touch of Your Lips,86381970-d551-4570-b8b9-d525bab81fb5,evansb-thetouchofyourlips-johnsonmlabarberaj-1980-86381970,drums,True,False,0.8115384615384614,1,02-08-23_00-22-53,5,5,0.05,8,5,5,5
Turn Out the Stars,d786dfbb-2d16-4559-a80e-8227e3e38e17,evansb-turnoutthestars-johnsonmlabarberaj-1980-d786dfbb,drums,True,False,0.7479376718606783,1,02-08-23_00-22-55,5,5,0.05,8,5,5,5
34 Skidoo,2ff369e4-b72e-4948-9b27-152d60f75a84,evansb-34skidoo-gomezemorellm-1972-2ff369e4,drums,True,False,0.8423280423280424,1,02-08-23_00-22-50,5,5,0.05,8,5,5,5
A Sleeping Bee,85b8621e-33b2-4ec9-804d-2f6acc31b013,evansb-asleepingbee-gomezemorellm-1969-85b8621e,drums,True,False,0.8430913348946135,1,02-08-23_00-22-41,5,5,0.05,8,5,5,5
How Deep Is the Ocean,29cee7e1-f0a4-4ee0-be3b-ad1129933c7a,evansb-howdeepistheocean-gomezemorellm-1969-29cee7e1,drums,True,False,0.40716612377850164,1,02-08-23_00-22-54,5,5,0.05,8,5,5,5
Nardis,1a057fb9-2773-4a90-b163-441032c10955,evansb-nardis-gomezemorellm-1972-1a057fb9,drums,True,False,0.8686868686868686,1,02-08-23_00-22-54,5,5,0.05,8,5,5,5
Our Love Is Here to Stay,d66bd275-f3ac-45b8-bdd8-60045917d694,evansb-ourloveishereto-gomezemorellm-1969-d66bd275,drums,True,False,0.8424068767908309,1,02-08-23_00-22-44,5,5,0.05,8,5,5,5
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1974-166c480f,drums,True,False,0.8919449901768174,1,02-08-23_00-22-53,5,5,0.05,8,5,5,5
How About You,597be228-4b30-4d1b-909d-dbe4fb57d937,evansb-howaboutyou-gomezedejohnettej-1968-597be228,drums,True,False,0.8632218844984804,2,02-08-23_00-23-17,5,8,0.05,8,5,5,5
Turn Out the Stars,7e8112aa-7274-46fc-9b41-5c6af74839ad,evansb-turnoutthestars-gomezedejohnettej-1968-7e8112aa,drums,True,False,0.8349900596421471,2,02-08-23_00-23-17,5,8,0.05,8,5,5,5
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1975-1324a29e,drums,True,False,0.8340192043895748,2,02-08-23_00-23-29,5,8,0.05,8,5,5,5
Wrap Your Troubles in Dreams,a007f3a3-e9be-498b-b87c-f89a6ae4e523,evansb-wrapyourtroublesindreams-gomezejoep-1967-a007f3a3,drums,True,False,0.8091353996737358,2,02-08-23_00-23-17,5,8,0.05,8,5,5,5
Youre Gonna Hear From Me,f476cd37-454f-4f73-8b41-ad55c08aafad,evansb-youregonnahearfromme-gomezejoep-1966-f476cd37,drums,True,False,0.8099467140319716,2,02-08-23_00-23-24,5,8,0.05,8,5,5,5
Deed I Do,57707551-2a88-4a64-ae65-552f1b9ce4bc,evansb-deedido-israelscbunkerl-1966-57707551,drums,True,False,0.7854785478547854,2,02-08-23_00-23-20,5,8,0.05,8,5,5,5
Blues in F,22dcfe38-dd8d-47d6-9cb6-f21d811ad5dd,evansb-bluesinf-israelscbunkerl-1963-22dcfe38,drums,True,False,0.9050279329608938,2,02-08-23_00-23-11,5,8,0.05,8,5,5,5
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,drums,True,False,0.8431372549019608,2,02-08-23_00-23-07,5,8,0.05,8,5,5,5
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,drums,True,False,0.8401826484018264,2,02-08-23_00-23-08,5,8,0.05,8,5,5,5
Israel,96983faa-05bb-4900-b8f3-a6af4ec08290,evansb-israel-lafarosmotianp-1961-96983faa,drums,True,False,0.9017713365539451,2,02-08-23_00-23-20,5,8,0.05,8,5,5,5
Autumn Leaves,902d3125-5eab-4c81-b504-975ca7a8a841,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,drums,True,False,0.7940298507462686,2,02-08-23_00-23-09,5,8,0.05,8,5,5,5
Bills Hit Tune,0f9d3126-c136-4809-bc19-0af1e50a1e4b,evansb-billshittune-johnsonmlabarberaj-1980-0f9d3126,drums,True,False,0.6900369003690037,2,02-08-23_00-23-20,5,8,0.05,8,5,5,5
Days of Wine  Roses,c2ab551d-aa62-4407-b2e8-28ed30e01573,evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,drums,True,False,0.8404384896467723,2,02-08-23_00-23-33,5,8,0.05,8,5,5,5
The Touch of Your Lips,86381970-d551-4570-b8b9-d525bab81fb5,evansb-thetouchofyourlips-johnsonmlabarberaj-1980-86381970,drums,True,False,0.8115384615384614,2,02-08-23_00-23-39,5,8,0.05,8,5,5,5
Turn Out the Stars,d786dfbb-2d16-4559-a80e-8227e3e38e17,evansb-turnoutthestars-johnsonmlabarberaj-1980-d786dfbb,drums,True,False,0.7479376718606783,2,02-08-23_00-23-41,5,8,0.05,8,5,5,5
34 Skidoo,2ff369e4-b72e-4948-9b27-152d60f75a84,evansb-34skidoo-gomezemorellm-1972-2ff369e4,drums,True,False,0.8423280423280424,2,02-08-23_00-23-38,5,8,0.05,8,5,5,5
A Sleeping Bee,85b8621e-33b2-4ec9-804d-2f6acc31b013,evansb-asleepingbee-gomezemorellm-1969-85b8621e,drums,True,False,0.8490566037735849,2,02-08-23_00-23-30,5,8,0.05,8,5,5,5
How Deep Is the Ocean,29cee7e1-f0a4-4ee0-be3b-ad1129933c7a,evansb-howdeepistheocean-gomezemorellm-1969-29cee7e1,drums,True,False,0.40716612377850164,2,02-08-23_00-23-39,5,8,0.05,8,5,5,5
Nardis,1a057fb9-2773-4a90-b163-441032c10955,evansb-nardis-gomezemorellm-1972-1a057fb9,drums,True,False,0.8686868686868686,2,02-08-23_00-23-38,5,8,0.05,8,5,5,5
Our Love Is Here to Stay,d66bd275-f3ac-45b8-bdd8-60045917d694,evansb-ourloveishereto-gomezemorellm-1969-d66bd275,drums,True,False,0.8424068767908309,2,02-08-23_00-23-29,5,8,0.05,8,5,5,5
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1974-166c480f,drums,True,False,0.8954635108481264,2,02-08-23_00-23-39,5,8,0.05,8,5,5,5
How About You,597be228-4b30-4d1b-909d-dbe4fb57d937,evansb-howaboutyou-gomezedejohnettej-1968-597be228,drums,True,False,0.8632218844984804,3,02-08-23_00-24-09,5,8,0.05,12,5,5,5
Turn Out the Stars,7e8112aa-7274-46fc-9b41-5c6af74839ad,evansb-turnoutthestars-gomezedejohnettej-1968-7e8112aa,drums,True,False,0.8349900596421471,3,02-08-23_00-24-09,5,8,0.05,12,5,5,5
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1975-1324a29e,drums,True,False,0.8340192043895748,3,02-08-23_00-24-18,5,8,0.05,12,5,5,5
Wrap Your Troubles in Dreams,a007f3a3-e9be-498b-b87c-f89a6ae4e523,evansb-wrapyourtroublesindreams-gomezejoep-1967-a007f3a3,drums,True,False,0.8091353996737358,3,02-08-23_00-24-06,5,8,0.05,12,5,5,5
Youre Gonna Hear From Me,f476cd37-454f-4f73-8b41-ad55c08aafad,evansb-youregonnahearfromme-gomezejoep-1966-f476cd37,drums,True,False,0.8099467140319716,3,02-08-23_00-24-12,5,8,0.05,12,5,5,5
Deed I Do,57707551-2a88-4a64-ae65-552f1b9ce4bc,evansb-deedido-israelscbunkerl-1966-57707551,drums,True,False,0.7854785478547854,3,02-08-23_00-24-10,5,8,0.05,12,5,5,5
Blues in F,22dcfe38-dd8d-47d6-9cb6-f21d811ad5dd,evansb-bluesinf-israelscbunkerl-1963-22dcfe38,drums,True,False,0.9050279329608938,3,02-08-23_00-23-59,5,8,0.05,12,5,5,5
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,drums,True,False,0.8431372549019608,3,02-08-23_00-23-54,5,8,0.05,12,5,5,5
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,drums,True,False,0.8518518518518519,3,02-08-23_00-23-54,5,8,0.05,12,5,5,5
Israel,96983faa-05bb-4900-b8f3-a6af4ec08290,evansb-israel-lafarosmotianp-1961-96983faa,drums,True,False,0.9032258064516129,3,02-08-23_00-24-09,5,8,0.05,12,5,5,5
Autumn Leaves,902d3125-5eab-4c81-b504-975ca7a8a841,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,drums,True,False,0.7940298507462686,3,02-08-23_00-23-58,5,8,0.05,12,5,5,5
Bills Hit Tune,0f9d3126-c136-4809-bc19-0af1e50a1e4b,evansb-billshittune-johnsonmlabarberaj-1980-0f9d3126,drums,True,False,0.6900369003690037,3,02-08-23_00-24-10,5,8,0.05,12,5,5,5
Days of Wine  Roses,c2ab551d-aa62-4407-b2e8-28ed30e01573,evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,drums,True,False,0.8435207823960881,3,02-08-23_00-24-23,5,8,0.05,12,5,5,5
The Touch of Your Lips,86381970-d551-4570-b8b9-d525bab81fb5,evansb-thetouchofyourlips-johnsonmlabarberaj-1980-86381970,drums,True,False,0.8115384615384614,3,02-08-23_00-24-28,5,8,0.05,12,5,5,5
Turn Out the Stars,d786dfbb-2d16-4559-a80e-8227e3e38e17,evansb-turnoutthestars-johnsonmlabarberaj-1980-d786dfbb,drums,True,False,0.7479376718606783,3,02-08-23_00-24-32,5,8,0.05,12,5,5,5
34 Skidoo,2ff369e4-b72e-4948-9b27-152d60f75a84,evansb-34skidoo-gomezemorellm-1972-2ff369e4,drums,True,False,0.8423280423280424,3,02-08-23_00-24-25,5,8,0.05,12,5,5,5
A Sleeping Bee,85b8621e-33b2-4ec9-804d-2f6acc31b013,evansb-asleepingbee-gomezemorellm-1969-85b8621e,drums,True,False,0.8571428571428571,3,02-08-23_00-24-21,5,8,0.05,12,5,5,5
How Deep Is the Ocean,29cee7e1-f0a4-4ee0-be3b-ad1129933c7a,evansb-howdeepistheocean-gomezemorellm-1969-29cee7e1,drums,True,False,0.40716612377850164,3,02-08-23_00-24-31,5,8,0.05,12,5,5,5
Nardis,1a057fb9-2773-4a90-b163-441032c10955,evansb-nardis-gomezemorellm-1972-1a057fb9,drums,True,False,0.8686868686868686,3,02-08-23_00-24-31,5,8,0.05,12,5,5,5
Our Love Is Here to Stay,d66bd275-f3ac-45b8-bdd8-60045917d694,evansb-ourloveishereto-gomezemorellm-1969-d66bd275,drums,True,False,0.8448275862068965,3,02-08-23_00-24-20,5,8,0.05,12,5,5,5
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1974-166c480f,drums,True,False,0.8954635108481264,3,02-08-23_00-24-30,5,8,0.05,12,5,5,5
How About You,597be228-4b30-4d1b-909d-dbe4fb57d937,evansb-howaboutyou-gomezedejohnettej-1968-597be228,drums,True,False,0.8632218844984804,4,02-08-23_00-24-55,5,10,0.05,16,5,5,5
Turn Out the Stars,7e8112aa-7274-46fc-9b41-5c6af74839ad,evansb-turnoutthestars-gomezedejohnettej-1968-7e8112aa,drums,True,False,0.8349900596421471,4,02-08-23_00-24-54,5,10,0.05,16,5,5,5
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1975-1324a29e,drums,True,False,0.8340192043895748,4,02-08-23_00-25-03,5,10,0.05,16,5,5,5
Wrap Your Troubles in Dreams,a007f3a3-e9be-498b-b87c-f89a6ae4e523,evansb-wrapyourtroublesindreams-gomezejoep-1967-a007f3a3,drums,True,False,0.8091353996737358,4,02-08-23_00-24-50,5,10,0.05,16,5,5,5
Youre Gonna Hear From Me,f476cd37-454f-4f73-8b41-ad55c08aafad,evansb-youregonnahearfromme-gomezejoep-1966-f476cd37,drums,True,False,0.811387900355872,4,02-08-23_00-25-01,5,10,0.05,16,5,5,5
Deed I Do,57707551-2a88-4a64-ae65-552f1b9ce4bc,evansb-deedido-israelscbunkerl-1966-57707551,drums,True,False,0.7854785478547854,4,02-08-23_00-24-55,5,10,0.05,16,5,5,5
Blues in F,22dcfe38-dd8d-47d6-9cb6-f21d811ad5dd,evansb-bluesinf-israelscbunkerl-1963-22dcfe38,drums,True,False,0.9050279329608938,4,02-08-23_00-24-48,5,10,0.05,16,5,5,5
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,drums,True,False,0.8472906403940887,4,02-08-23_00-24-43,5,10,0.05,16,5,5,5
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,drums,True,False,0.8518518518518519,4,02-08-23_00-24-43,5,10,0.05,16,5,5,5
Israel,96983faa-05bb-4900-b8f3-a6af4ec08290,evansb-israel-lafarosmotianp-1961-96983faa,drums,True,False,0.9032258064516129,4,02-08-23_00-24-56,5,10,0.05,16,5,5,5
Autumn Leaves,902d3125-5eab-4c81-b504-975ca7a8a841,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,drums,True,False,0.7940298507462686,4,02-08-23_00-24-47,5,10,0.05,16,5,5,5
Bills Hit Tune,0f9d3126-c136-4809-bc19-0af1e50a1e4b,evansb-billshittune-johnsonmlabarberaj-1980-0f9d3126,drums,True,False,0.6900369003690037,4,02-08-23_00-24-56,5,10,0.05,16,5,5,5
Days of Wine  Roses,c2ab551d-aa62-4407-b2e8-28ed30e01573,evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,drums,True,False,0.8445532435740514,4,02-08-23_00-25-08,5,10,0.05,16,5,5,5
The Touch of Your Lips,86381970-d551-4570-b8b9-d525bab81fb5,evansb-thetouchofyourlips-johnsonmlabarberaj-1980-86381970,drums,True,False,0.8115384615384614,4,02-08-23_00-25-13,5,10,0.05,16,5,5,5
Turn Out the Stars,d786dfbb-2d16-4559-a80e-8227e3e38e17,evansb-turnoutthestars-johnsonmlabarberaj-1980-d786dfbb,drums,True,False,0.7493112947658401,4,02-08-23_00-25-16,5,10,0.05,16,5,5,5
34 Skidoo,2ff369e4-b72e-4948-9b27-152d60f75a84,evansb-34skidoo-gomezemorellm-1972-2ff369e4,drums,True,False,0.8423280423280424,4,02-08-23_00-25-11,5,10,0.05,16,5,5,5
A Sleeping Bee,85b8621e-33b2-4ec9-804d-2f6acc31b013,evansb-asleepingbee-gomezemorellm-1969-85b8621e,drums,True,False,0.8653846153846154,4,02-08-23_00-25-05,5,10,0.05,16,5,5,5
How Deep Is the Ocean,29cee7e1-f0a4-4ee0-be3b-ad1129933c7a,evansb-howdeepistheocean-gomezemorellm-1969-29cee7e1,drums,True,False,0.40716612377850164,4,02-08-23_00-25-14,5,10,0.05,16,5,5,5
Nardis,1a057fb9-2773-4a90-b163-441032c10955,evansb-nardis-gomezemorellm-1972-1a057fb9,drums,True,False,0.8686868686868686,4,02-08-23_00-25-14,5,10,0.05,16,5,5,5
Our Love Is Here to Stay,d66bd275-f3ac-45b8-bdd8-60045917d694,evansb-ourloveishereto-gomezemorellm-1969-d66bd275,drums,True,False,0.8448275862068965,4,02-08-23_00-25-04,5,10,0.05,16,5,5,5
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1974-166c480f,drums,True,False,0.8999008919722499,4,02-08-23_00-25-14,5,10,0.05,16,5,5,5
How About You,597be228-4b30-4d1b-909d-dbe4fb57d937,evansb-howaboutyou-gomezedejohnettej-1968-597be228,drums,True,False,0.8632218844984804,5,02-08-23_00-25-38,5,14,0.05,16,5,5,5
Turn Out the Stars,7e8112aa-7274-46fc-9b41-5c6af74839ad,evansb-turnoutthestars-gomezedejohnettej-1968-7e8112aa,drums,True,False,0.8349900596421471,5,02-08-23_00-25-37,5,14,0.05,16,5,5,5
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1975-1324a29e,drums,True,False,0.8340192043895748,5,02-08-23_00-25-54,5,14,0.05,16,5,5,5
Wrap Your Troubles in Dreams,a007f3a3-e9be-498b-b87c-f89a6ae4e523,evansb-wrapyourtroublesindreams-gomezejoep-1967-a007f3a3,drums,True,False,0.8091353996737358,5,02-08-23_00-25-35,5,14,0.05,16,5,5,5
Youre Gonna Hear From Me,f476cd37-454f-4f73-8b41-ad55c08aafad,evansb-youregonnahearfromme-gomezejoep-1966-f476cd37,drums,True,False,0.811387900355872,5,02-08-23_00-25-52,5,14,0.05,16,5,5,5
Deed I Do,57707551-2a88-4a64-ae65-552f1b9ce4bc,evansb-deedido-israelscbunkerl-1966-57707551,drums,True,False,0.7854785478547854,5,02-08-23_00-25-45,5,14,0.05,16,5,5,5
Blues in F,22dcfe38-dd8d-47d6-9cb6-f21d811ad5dd,evansb-bluesinf-israelscbunkerl-1963-22dcfe38,drums,True,False,0.9050279329608938,5,02-08-23_00-25-32,5,14,0.05,16,5,5,5
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,drums,True,False,0.8415841584158416,5,02-08-23_00-25-28,5,14,0.05,16,5,5,5
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,drums,True,False,0.863849765258216,5,02-08-23_00-25-27,5,14,0.05,16,5,5,5
Israel,96983faa-05bb-4900-b8f3-a6af4ec08290,evansb-israel-lafarosmotianp-1961-96983faa,drums,True,False,0.9032258064516129,5,02-08-23_00-25-49,5,14,0.05,16,5,5,5
Autumn Leaves,902d3125-5eab-4c81-b504-975ca7a8a841,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,drums,True,False,0.7940298507462686,5,02-08-23_00-25-32,5,14,0.05,16,5,5,5
Bills Hit Tune,0f9d3126-c136-4809-bc19-0af1e50a1e4b,evansb-billshittune-johnsonmlabarberaj-1980-0f9d3126,drums,True,False,0.6900369003690037,5,02-08-23_00-25-48,5,14,0.05,16,5,5,5
Days of Wine  Roses,c2ab551d-aa62-4407-b2e8-28ed30e01573,evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,drums,True,False,0.8445532435740514,5,02-08-23_00-26-02,5,14,0.05,16,5,5,5
The Touch of Your Lips,86381970-d551-4570-b8b9-d525bab81fb5,evansb-thetouchofyourlips-johnsonmlabarberaj-1980-86381970,drums,True,False,0.8115384615384614,5,02-08-23_00-26-07,5,14,0.05,16,5,5,5
Turn Out the Stars,d786dfbb-2d16-4559-a80e-8227e3e38e17,evansb-turnoutthestars-johnsonmlabarberaj-1980-d786dfbb,drums,True,False,0.7493112947658401,5,02-08-23_00-26-10,5,14,0.05,16,5,5,5
34 Skidoo,2ff369e4-b72e-4948-9b27-152d60f75a84,evansb-34skidoo-gomezemorellm-1972-2ff369e4,drums,True,False,0.8423280423280424,5,02-08-23_00-26-05,5,14,0.05,16,5,5,5
A Sleeping Bee,85b8621e-33b2-4ec9-804d-2f6acc31b013,evansb-asleepingbee-gomezemorellm-1969-85b8621e,drums,True,False,0.8674698795180724,5,02-08-23_00-25-56,5,14,0.05,16,5,5,5
How Deep Is the Ocean,29cee7e1-f0a4-4ee0-be3b-ad1129933c7a,evansb-howdeepistheocean-gomezemorellm-1969-29cee7e1,drums,True,False,0.40716612377850164,5,02-08-23_00-26-08,5,14,0.05,16,5,5,5
Nardis,1a057fb9-2773-4a90-b163-441032c10955,evansb-nardis-gomezemorellm-1972-1a057fb9,drums,True,False,0.8696629213483146,5,02-08-23_00-26-08,5,14,0.05,16,5,5,5
